Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
05 Pesanan Tempatan - EFT - Perak,Chrome 73.0.3683.103,,2019-04-09 12:08:11,2019-04-09 12:25:06,16m - 54.945s,FAILED
,,,,,,
Test Cases/Perolehan/002 Rekod Baru oleh Penyedia/007 Penyedia Rekod Baru - EFT,Chrome 73.0.3683.103,this is a test case to create REKOD BARU for Pesanan Tempatan env 7011,2019-04-09 12:08:12,2019-04-09 12:10:21,2m - 8.870s,PASSED
"callTestCase(findTestCase(""Perolehan/001 Left Menu Selection/Select Menu Pesanan Tempatan""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-09 12:08:12,2019-04-09 12:08:57,44.306s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-04-09 12:08:57,2019-04-09 12:09:02,5.016s,PASSED
"waitForElementVisible(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/button_REKODBARU""), 180)",Chrome 73.0.3683.103,,2019-04-09 12:09:02,2019-04-09 12:09:02,0.217s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/button_REKODBARU""))",Chrome 73.0.3683.103,Click on Rekod Baru to create new record,2019-04-09 12:09:02,2019-04-09 12:09:02,0.064s,PASSED
delay(3),Chrome 73.0.3683.103,Delay,2019-04-09 12:09:02,2019-04-09 12:09:05,3.004s,PASSED
mydate = new java.util.Date(),Chrome 73.0.3683.103,Get todays year and date,2019-04-09 12:09:05,2019-04-09 12:09:05,0.009s,PASSED
"formattedDate = mydate.format(""dd/MM/yyyy"")",Chrome 73.0.3683.103,Get todays date with format dd/MM/yyyy,2019-04-09 12:09:05,2019-04-09 12:09:05,0.000s,PASSED
"formattedYear = mydate.format(""yyyy"")",Chrome 73.0.3683.103,Get year with format yyyy,2019-04-09 12:09:05,2019-04-09 12:09:05,0.000s,PASSED
println(formattedDate),Chrome 73.0.3683.103,print date in dd/mm/yyyy format,2019-04-09 12:09:05,2019-04-09 12:09:05,0.000s,PASSED
println(formattedYear),Chrome 73.0.3683.103,print year in yyyy format,2019-04-09 12:09:05,2019-04-09 12:09:05,0.000s,PASSED
"tarikh_perakaunan = ""Tarikh Perakaunan : "" + formattedDate",Chrome 73.0.3683.103,Tarikh Perakaunan,2019-04-09 12:09:05,2019-04-09 12:09:05,0.000s,PASSED
println(tarikh_perakaunan),Chrome 73.0.3683.103,print tarikh perakaunan,2019-04-09 12:09:05,2019-04-09 12:09:05,0.000s,PASSED
"TahunKewangan = getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/span_tahun_kewangan""))",Chrome 73.0.3683.103,Get the year of Tahun Kewangan from the top section of the page,2019-04-09 12:09:05,2019-04-09 12:09:05,0.055s,PASSED
"verifyMatch(TahunKewangan, formattedYear, false)",Chrome 73.0.3683.103,Verify the year is a match,2019-04-09 12:09:05,2019-04-09 12:09:05,0.000s,PASSED
"TarikhSemasa = getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/span_tarikhSemasa""))",Chrome 73.0.3683.103,Get the date of Tarikh Semasa,2019-04-09 12:09:05,2019-04-09 12:09:05,0.040s,PASSED
"verifyMatch(formattedDate, TarikhSemasa, false)",Chrome 73.0.3683.103,Verify the date is a match,2019-04-09 12:09:05,2019-04-09 12:09:05,0.000s,PASSED
"TarikhPerakaunan = getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/tarikh_perakaunan""))",Chrome 73.0.3683.103,Get the date of Tarikh Perakaunan,2019-04-09 12:09:05,2019-04-09 12:09:05,0.053s,PASSED
"verifyMatch(tarikh_perakaunan, TarikhPerakaunan, false)",Chrome 73.0.3683.103,Verify the date is a match,2019-04-09 12:09:05,2019-04-09 12:09:05,0.000s,PASSED
"verifyElementVisible(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/label_Jenis Urusniaga""))",Chrome 73.0.3683.103,Verify Jenis Urusniaga is visible,2019-04-09 12:09:05,2019-04-09 12:09:05,0.045s,PASSED
