Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
06 Pesanan Tempatan - CEK - Perak,Chrome 73.0.3683.103,,2019-04-09 10:15:12,2019-04-09 10:30:33,15m - 21.537s,FAILED
,,,,,,
Test Cases/Perolehan/002 Rekod Baru oleh Penyedia/008 Penyedia Rekod Baru - CEK,Chrome 73.0.3683.103,this is a test case to create REKOD BARU for Pesanan Tempatan for 7011 env,2019-04-09 10:15:12,2019-04-09 10:17:34,2m - 21.707s,PASSED
"callTestCase(findTestCase(""Perolehan/001 Left Menu Selection/Select Menu Pesanan Tempatan""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-09 10:15:13,2019-04-09 10:16:02,49.607s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-04-09 10:16:02,2019-04-09 10:16:07,5.001s,PASSED
"waitForElementVisible(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/button_REKODBARU""), 0)",Chrome 73.0.3683.103,,2019-04-09 10:16:07,2019-04-09 10:16:07,0.138s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/button_REKODBARU""))",Chrome 73.0.3683.103,Click on Rekod Baru to create new record,2019-04-09 10:16:07,2019-04-09 10:16:08,0.070s,PASSED
delay(3),Chrome 73.0.3683.103,Delay,2019-04-09 10:16:08,2019-04-09 10:16:11,3.004s,PASSED
mydate = new java.util.Date(),Chrome 73.0.3683.103,Get todays year and date,2019-04-09 10:16:11,2019-04-09 10:16:11,0.012s,PASSED
"formattedDate = mydate.format(""dd/MM/yyyy"")",Chrome 73.0.3683.103,Get todays date with format dd/MM/yyyy,2019-04-09 10:16:11,2019-04-09 10:16:11,0.004s,PASSED
"formattedYear = mydate.format(""yyyy"")",Chrome 73.0.3683.103,Get year with format yyyy,2019-04-09 10:16:11,2019-04-09 10:16:11,0.000s,PASSED
println(formattedDate),Chrome 73.0.3683.103,print date in dd/mm/yyyy format,2019-04-09 10:16:11,2019-04-09 10:16:11,0.002s,PASSED
println(formattedYear),Chrome 73.0.3683.103,print year in yyyy format,2019-04-09 10:16:11,2019-04-09 10:16:11,0.000s,PASSED
"tarikh_perakaunan = ""Tarikh Perakaunan : "" + formattedDate",Chrome 73.0.3683.103,Tarikh Perakaunan,2019-04-09 10:16:11,2019-04-09 10:16:11,0.001s,PASSED
"TahunKewangan = getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/span_tahun_kewangan""))",Chrome 73.0.3683.103,Get the year of Tahun Kewangan,2019-04-09 10:16:11,2019-04-09 10:16:11,0.052s,PASSED
"verifyMatch(TahunKewangan, formattedYear, false)",Chrome 73.0.3683.103,Verify the year is a match,2019-04-09 10:16:11,2019-04-09 10:16:11,0.006s,PASSED
"TarikhSemasa = getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/span_tarikhSemasa""))",Chrome 73.0.3683.103,Get the date of Tarikh Semasa,2019-04-09 10:16:11,2019-04-09 10:16:11,0.039s,PASSED
"verifyMatch(formattedDate, TarikhSemasa, false)",Chrome 73.0.3683.103,Verify the date is a match,2019-04-09 10:16:11,2019-04-09 10:16:11,0.000s,PASSED
"TarikhPerakaunan = getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/tarikh_perakaunan""))",Chrome 73.0.3683.103,Get the date of Tarikh Perakaunan,2019-04-09 10:16:11,2019-04-09 10:16:11,0.059s,PASSED
"verifyMatch(tarikh_perakaunan, TarikhPerakaunan, false)",Chrome 73.0.3683.103,Verify the date is a match,2019-04-09 10:16:11,2019-04-09 10:16:11,0.002s,PASSED
"verifyElementVisible(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/label_Jenis Urusniaga""))",Chrome 73.0.3683.103,Verify Jenis Urusniaga is visible,2019-04-09 10:16:11,2019-04-09 10:16:11,0.040s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/a_Jenis Urusniaga _textbox-ico""))",Chrome 73.0.3683.103,"Select from dropdown list of Jenis Urusniaga
",2019-04-09 10:16:11,2019-04-09 10:16:11,0.093s,PASSED
delay(2),Chrome 73.0.3683.103,Delay,2019-04-09 10:16:11,2019-04-09 10:16:13,2.004s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/div_Pesanan_Tempatan_Auto""))",Chrome 73.0.3683.103,select PESANAN TEMPATAN AUTO,2019-04-09 10:16:13,2019-04-09 10:16:13,0.098s,PASSED
"verifyElementPresent(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/label_No. Dokumen""), 0)",Chrome 73.0.3683.103,verify No.Dokumen label is present,2019-04-09 10:16:13,2019-04-09 10:16:13,0.038s,PASSED
"verifyElementPresent(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/label_Tarikh Dokumen""), 0)",Chrome 73.0.3683.103,verify Tarikh Dokumen label is present,2019-04-09 10:16:13,2019-04-09 10:16:13,0.022s,PASSED
"verifyElementPresent(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/label_Pembekal""), 0)",Chrome 73.0.3683.103,verify Pembekal label is present,2019-04-09 10:16:13,2019-04-09 10:16:13,0.023s,PASSED
"verifyElementPresent(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/label_Cawangan Pembekal""), 0)",Chrome 73.0.3683.103,verify Cawangan Pembekal label is present,2019-04-09 10:16:13,2019-04-09 10:16:13,0.023s,PASSED
"verifyElementPresent(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/label_Sila Bekalkan Sebelum at""), 0)",Chrome 73.0.3683.103,verify Sila Bekalkan Sebelum atau pada label is present,2019-04-09 10:16:13,2019-04-09 10:16:13,0.033s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/a_Pembekal _textbox-icon combo""))",Chrome 73.0.3683.103,Click to select Pembekal drop-down,2019-04-09 10:16:13,2019-04-09 10:16:13,0.135s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-09 10:16:13,2019-04-09 10:16:16,3.004s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/007 Rekod Baru Pesanan Tempatan/input_kod_pembekal""), kod_pembekal_cek)",Chrome 73.0.3683.103,set text value as JAMAL CHEF CATERING into Nama Pembekal to filter for this pembekal,2019-04-09 10:16:16,2019-04-09 10:16:17,0.462s,PASSED
delay(3),Chrome 73.0.3683.103,delay,2019-04-09 10:16:17,2019-04-09 10:16:20,3.003s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/Select_Pembekal"", [""text"":kod_pembekal_cek]))",Chrome 73.0.3683.103,Select Pembekal from the list,2019-04-09 10:16:20,2019-04-09 10:16:20,0.089s,PASSED
delay(3),Chrome 73.0.3683.103,delay,2019-04-09 10:16:20,2019-04-09 10:16:23,3.005s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/Date_Picker_Bekal_Kerja""))",Chrome 73.0.3683.103,Select date picker,2019-04-09 10:16:23,2019-04-09 10:16:27,3.976s,PASSED
delay(1),Chrome 73.0.3683.103,Delay,2019-04-09 10:16:27,2019-04-09 10:16:28,1.007s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/Date_Picker_Bekal_Kerja_Next_Month""))",Chrome 73.0.3683.103,Select for next month from date picker,2019-04-09 10:16:28,2019-04-09 10:16:28,0.071s,PASSED
delay(1),Chrome 73.0.3683.103,Delay,2019-04-09 10:16:28,2019-04-09 10:16:29,1.006s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/Date_Picker_Bekal_Kerja_Date""))",Chrome 73.0.3683.103,Select date,2019-04-09 10:16:29,2019-04-09 10:16:29,0.096s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/Text_box_Perihal""), ""This is a test for PT - Cek automation scripts - Julia "" + mydate)",Chrome 73.0.3683.103,Input Perihal details,2019-04-09 10:16:29,2019-04-09 10:16:29,0.241s,PASSED
delay(3),Chrome 73.0.3683.103,delay,2019-04-09 10:16:29,2019-04-09 10:16:32,3.002s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/button_TambahCajLine""))",Chrome 73.0.3683.103,Click button Tambah Caj Line,2019-04-09 10:16:32,2019-04-09 10:16:32,0.136s,PASSED
delay(3),Chrome 73.0.3683.103,delay,2019-04-09 10:16:32,2019-04-09 10:16:35,3.002s,PASSED
