Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
03 Inden Kerja Cara Bayaran EFT Dengan Pemfaktoran,Chrome 72.0.3626.121,,2019-03-18 11:09:52,2019-03-18 11:22:33,12m - 41.139s,PASSED
,,,,,,
Test Cases/Perolehan/002 Rekod Baru oleh Penyedia/005 Inden Kerja - EFT,Chrome 72.0.3626.121,,2019-03-18 11:09:53,2019-03-18 11:11:26,1m - 33.834s,PASSED
"callTestCase(findTestCase(""Perolehan/001 Left Menu Selection/Select Menu Pesanan Tempatan""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-03-18 11:09:53,2019-03-18 11:10:41,47.861s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_Rekod_Baru""))",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:41,2019-03-18 11:10:41,0.072s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-18 11:10:41,2019-03-18 11:10:44,3.001s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/Drop_down_Jenis_Urusniaga""))",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:44,2019-03-18 11:10:44,0.087s,PASSED
delay(2),Chrome 72.0.3626.121,,2019-03-18 11:10:44,2019-03-18 11:10:46,2.005s,PASSED
mydate = new java.util.Date(),Chrome 72.0.3626.121,Get todays year and date,2019-03-18 11:10:46,2019-03-18 11:10:46,0.018s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/select_INDEN KERJA AUTO""))",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:46,2019-03-18 11:10:46,0.092s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/Drop_down_Pembekal""))",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:46,2019-03-18 11:10:46,0.122s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/input_nama_Pembekal""), ""GREEN MIRACLE ENTERPRISE"")",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:46,2019-03-18 11:10:47,0.792s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/select_Kod_Pembekal_Green_Miracle""))",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:47,2019-03-18 11:10:47,0.072s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/Date_Picker_Sila_Bekalkan""))",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:47,2019-03-18 11:10:47,0.109s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-18 11:10:47,2019-03-18 11:10:50,3.002s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/Date_Picker_Next_month""))",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:50,2019-03-18 11:10:50,0.058s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/Date_Picker_Select_date_26th""))",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:50,2019-03-18 11:10:50,0.067s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/input_no_tanggungan""), ""2"")",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:50,2019-03-18 11:10:51,0.087s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/input_amaun_tanggungan""), ""2"")",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:51,2019-03-18 11:10:51,0.104s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/input_ringkasan_kerja""), ""ringkasan kerja untuk inden kerja"")",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:51,2019-03-18 11:10:51,0.243s,PASSED
RN = Math.random() * 100000,Chrome 72.0.3626.121,int RN is created to generete random number,2019-03-18 11:10:51,2019-03-18 11:10:51,0.009s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/input_rujukan_fail""), ""IK00"" + RN)",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:51,2019-03-18 11:10:51,0.133s,PASSED
"IKno_rujukan = getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/input_rujukan_fail""))",Chrome 72.0.3626.121,get Input Rujukan fail value,2019-03-18 11:10:51,2019-03-18 11:10:51,0.168s,PASSED
println(IKno_rujukan),Chrome 72.0.3626.121,,2019-03-18 11:10:51,2019-03-18 11:10:51,0.002s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/input_kerja_terperinci""), ""kerja terperinci "" + mydate)",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:51,2019-03-18 11:10:51,0.168s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/input_Perihal""), ""test here "" + mydate)",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:51,2019-03-18 11:10:52,0.154s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/tambah_maklumat_terperinci""))",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:52,2019-03-18 11:10:52,0.125s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-18 11:10:52,2019-03-18 11:10:55,3.003s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/Drop_down_Vot_Dana""))",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:10:55,2019-03-18 11:10:55,0.224s,PASSED
delay(8),Chrome 72.0.3626.121,,2019-03-18 11:10:55,2019-03-18 11:11:03,8.005s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/input_Vot_kod""), ""B31"")",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:11:03,2019-03-18 11:11:03,0.182s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/select_Vot_B31""))",Chrome 72.0.3626.121,Click,2019-03-18 11:11:03,2019-03-18 11:11:03,0.086s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/Drop_down_Program_Aktiviti""))",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:11:03,2019-03-18 11:11:03,0.107s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-18 11:11:03,2019-03-18 11:11:06,3.005s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/input_ProgramAktiviti_kod""), ""160080"")",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:11:06,2019-03-18 11:11:07,0.288s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/select_ProgramAktiviti_010080""))",Chrome 72.0.3626.121,Click,2019-03-18 11:11:07,2019-03-18 11:11:07,0.081s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/Drop_down_Kod_Akaun""))",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:11:07,2019-03-18 11:11:07,0.094s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/input_kod_Akaun_kod""), ""B0227102"")",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:11:07,2019-03-18 11:11:07,0.311s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/select_Kod_Akaun_Alat_tulis""))",Chrome 72.0.3626.121,Click,2019-03-18 11:11:07,2019-03-18 11:11:08,0.696s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/input_kuantiti""), ""7"")",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:11:08,2019-03-18 11:11:08,0.144s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/input_harga_seunit""), ""1.58"")",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-18 11:11:08,2019-03-18 11:11:08,0.219s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_simpan_maklumat_terperinci""))",Chrome 72.0.3626.121,Click,2019-03-18 11:11:08,2019-03-18 11:11:08,0.083s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-18 11:11:08,2019-03-18 11:11:11,3.004s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_OK_peruntukan_mencukupi""))",Chrome 72.0.3626.121,Click,2019-03-18 11:11:11,2019-03-18 11:11:11,0.077s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-18 11:11:11,2019-03-18 11:11:14,3.005s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_Simpan""))",Chrome 72.0.3626.121,Click,2019-03-18 11:11:14,2019-03-18 11:11:14,0.097s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-18 11:11:14,2019-03-18 11:11:17,3.004s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_OK_rekod_berjaya_disimpan""))",Chrome 72.0.3626.121,Click,2019-03-18 11:11:17,2019-03-18 11:11:17,0.076s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_Senarai_Semak""))",Chrome 72.0.3626.121,Click,2019-03-18 11:11:17,2019-03-18 11:11:18,0.105s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-18 11:11:18,2019-03-18 11:11:21,3.005s,PASSED
"check(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/senarai_semak1""))",Chrome 72.0.3626.121,Click,2019-03-18 11:11:21,2019-03-18 11:11:21,0.100s,PASSED
"check(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/senarai_semak2""))",Chrome 72.0.3626.121,Click,2019-03-18 11:11:21,2019-03-18 11:11:21,0.071s,PASSED
"check(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/senarai_semak3""))",Chrome 72.0.3626.121,Click,2019-03-18 11:11:21,2019-03-18 11:11:21,0.066s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_simpan_senarai_semak""))",Chrome 72.0.3626.121,Click,2019-03-18 11:11:21,2019-03-18 11:11:21,0.071s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_OK_maklumat_berjaya_disimpan""))",Chrome 72.0.3626.121,Click,2019-03-18 11:11:21,2019-03-18 11:11:21,0.579s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_X_close_senarai_semak""))",Chrome 72.0.3626.121,Click X button on top left to close Senarai Semak screen,2019-03-18 11:11:21,2019-03-18 11:11:22,0.056s,PASSED
"Total = getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/0022 Sah_Simpan/TotalAmaunPT""))",Chrome 72.0.3626.121,Get the Amaun,2019-03-18 11:11:22,2019-03-18 11:11:22,0.064s,PASSED
println(Total),Chrome 72.0.3626.121,print Total,2019-03-18 11:11:22,2019-03-18 11:11:22,0.000s,PASSED
TotalAmaunPT = Total,Chrome 72.0.3626.121,set global variable value of TotalAmaun with variable Total,2019-03-18 11:11:22,2019-03-18 11:11:22,0.001s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_sah_simpan""))",Chrome 72.0.3626.121,Click,2019-03-18 11:11:22,2019-03-18 11:11:22,0.077s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_Ya_Sah_Simpan""))",Chrome 72.0.3626.121,Click,2019-03-18 11:11:22,2019-03-18 11:11:22,0.158s,PASSED
"PTRekodberjayaID = getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/Rekod_berjaya_No_Rekod""))",Chrome 72.0.3626.121,Click,2019-03-18 11:11:22,2019-03-18 11:11:22,0.562s,PASSED
println(PTRekodberjayaID),Chrome 72.0.3626.121,print PTRekodberjayaID,2019-03-18 11:11:22,2019-03-18 11:11:22,0.001s,PASSED
PTRekodID = PTRekodberjayaID[(47..61)],Chrome 72.0.3626.121,Take only the PTRekodID value from the get text,2019-03-18 11:11:22,2019-03-18 11:11:22,0.003s,PASSED
println(PTRekodID),Chrome 72.0.3626.121,print the value,2019-03-18 11:11:22,2019-03-18 11:11:22,0.001s,PASSED
PesananTempatanRekodID = PTRekodID,Chrome 72.0.3626.121,set global variable value of PesananTempatanRekodID with variable PTRekodID,2019-03-18 11:11:22,2019-03-18 11:11:22,0.000s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-18 11:11:22,2019-03-18 11:11:25,3.003s,PASSED
takeScreenshot(),Chrome 72.0.3626.121,,2019-03-18 11:11:25,2019-03-18 11:11:26,0.321s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_OK_berjaya_disah_simpan""))",Chrome 72.0.3626.121,,2019-03-18 11:11:26,2019-03-18 11:11:26,0.063s,PASSED
closeBrowser(),Chrome 72.0.3626.121,,2019-03-18 11:11:26,2019-03-18 11:11:26,0.641s,PASSED
,,,,,,
