Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
02 Pesanan Tempatan Cara Bayaran CEK Dengan Pemfaktoran,Chrome 72.0.3626.121,,2019-03-25 13:31:17,2019-03-25 13:46:26,15m - 9.167s,PASSED
,,,,,,
Test Cases/Perolehan/002 Rekod Baru oleh Penyedia/004 Penyedia Rekod Baru - CEK,Chrome 72.0.3626.121,this is a test case to create REKOD BARU for Pesanan Tempatan,2019-03-25 13:31:17,2019-03-25 13:33:02,1m - 44.577s,PASSED
"callTestCase(findTestCase(""Perolehan/001 Left Menu Selection/Select Menu Pesanan Tempatan""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-03-25 13:31:18,2019-03-25 13:31:40,21.965s,PASSED
"waitForElementClickable(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/button_REKODBARU""), 0)",Chrome 72.0.3626.121,,2019-03-25 13:31:40,2019-03-25 13:31:40,0.087s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/button_REKODBARU""))",Chrome 72.0.3626.121,Click on Rekod Baru to create new record,2019-03-25 13:31:40,2019-03-25 13:31:40,0.083s,PASSED
delay(3),Chrome 72.0.3626.121,Delay,2019-03-25 13:31:40,2019-03-25 13:31:43,3.002s,PASSED
mydate = new java.util.Date(),Chrome 72.0.3626.121,Get todays year and date,2019-03-25 13:31:43,2019-03-25 13:31:43,0.007s,PASSED
"formattedDate = mydate.format(""dd/MM/yyyy"")",Chrome 72.0.3626.121,Get todays date with format dd/MM/yyyy,2019-03-25 13:31:43,2019-03-25 13:31:43,0.003s,PASSED
"formattedYear = mydate.format(""yyyy"")",Chrome 72.0.3626.121,Get year with format yyyy,2019-03-25 13:31:43,2019-03-25 13:31:43,0.001s,PASSED
println(formattedDate),Chrome 72.0.3626.121,print date in dd/mm/yyyy format,2019-03-25 13:31:43,2019-03-25 13:31:43,0.002s,PASSED
println(formattedYear),Chrome 72.0.3626.121,print year in yyyy format,2019-03-25 13:31:43,2019-03-25 13:31:43,0.000s,PASSED
