Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
01 Pesanan Tempatan Cara Bayaran EFT Tiada Pemfaktoran,Chrome 73.0.3683.86,Perolehan scenario,2019-04-03 11:26:56,2019-04-03 11:43:10,16m - 13.906s,PASSED
,,,,,,
Test Cases/Perolehan/002 Rekod Baru oleh Penyedia/001 Penyedia Rekod Baru - EFT,Chrome 73.0.3683.86,this is a test case to create REKOD BARU for Pesanan Tempatan,2019-04-03 11:26:56,2019-04-03 11:28:43,1m - 46.790s,PASSED
"callTestCase(findTestCase(""Perolehan/001 Left Menu Selection/Select Menu Pesanan Tempatan""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.86,,2019-04-03 11:26:57,2019-04-03 11:27:19,22.424s,PASSED
delay(5),Chrome 73.0.3683.86,,2019-04-03 11:27:19,2019-04-03 11:27:24,5.010s,PASSED
"waitForElementVisible(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/button_REKODBARU""), 180)",Chrome 73.0.3683.86,,2019-04-03 11:27:24,2019-04-03 11:27:24,0.066s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/button_REKODBARU""))",Chrome 73.0.3683.86,Click on Rekod Baru to create new record,2019-04-03 11:27:24,2019-04-03 11:27:24,0.075s,PASSED
delay(3),Chrome 73.0.3683.86,Delay,2019-04-03 11:27:24,2019-04-03 11:27:27,3.004s,PASSED
mydate = new java.util.Date(),Chrome 73.0.3683.86,Get todays year and date,2019-04-03 11:27:27,2019-04-03 11:27:27,0.003s,PASSED
"formattedDate = mydate.format(""dd/MM/yyyy"")",Chrome 73.0.3683.86,Get todays date with format dd/MM/yyyy,2019-04-03 11:27:27,2019-04-03 11:27:27,0.088s,PASSED
"formattedYear = mydate.format(""yyyy"")",Chrome 73.0.3683.86,Get year with format yyyy,2019-04-03 11:27:27,2019-04-03 11:27:27,0.001s,PASSED
println(formattedDate),Chrome 73.0.3683.86,print date in dd/mm/yyyy format,2019-04-03 11:27:27,2019-04-03 11:27:27,0.004s,PASSED
println(formattedYear),Chrome 73.0.3683.86,print year in yyyy format,2019-04-03 11:27:27,2019-04-03 11:27:27,0.001s,PASSED
"tarikh_perakaunan = ""Tarikh Perakaunan : "" + formattedDate",Chrome 73.0.3683.86,Tarikh Perakaunan,2019-04-03 11:27:27,2019-04-03 11:27:27,0.000s,PASSED
println(tarikh_perakaunan),Chrome 73.0.3683.86,print tarikh perakaunan,2019-04-03 11:27:27,2019-04-03 11:27:27,0.000s,PASSED
"TahunKewangan = getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/span_tahun_kewangan""))",Chrome 73.0.3683.86,Get the year of Tahun Kewangan from the top section of the page,2019-04-03 11:27:27,2019-04-03 11:27:27,0.062s,PASSED
"verifyMatch(TahunKewangan, formattedYear, false)",Chrome 73.0.3683.86,Verify the year is a match,2019-04-03 11:27:27,2019-04-03 11:27:27,0.021s,PASSED
