Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
06 Pesanan Tempatan - CEK - Perak,Chrome 73.0.3683.103,,2019-04-09 10:34:00,2019-04-09 10:49:08,15m - 7.808s,FAILED
,,,,,,
Test Cases/Perolehan/002 Rekod Baru oleh Penyedia/008 Penyedia Rekod Baru - CEK,Chrome 73.0.3683.103,this is a test case to create REKOD BARU for Pesanan Tempatan for 7011 env,2019-04-09 10:34:01,2019-04-09 10:36:13,2m - 12.517s,PASSED
"callTestCase(findTestCase(""Perolehan/001 Left Menu Selection/Select Menu Pesanan Tempatan""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-09 10:34:01,2019-04-09 10:34:45,44.302s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-04-09 10:34:45,2019-04-09 10:34:50,5.002s,PASSED
"waitForElementVisible(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/button_REKODBARU""), 0)",Chrome 73.0.3683.103,,2019-04-09 10:34:50,2019-04-09 10:34:51,0.116s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/button_REKODBARU""))",Chrome 73.0.3683.103,Click on Rekod Baru to create new record,2019-04-09 10:34:51,2019-04-09 10:34:51,0.068s,PASSED
delay(3),Chrome 73.0.3683.103,Delay,2019-04-09 10:34:51,2019-04-09 10:34:54,3.005s,PASSED
mydate = new java.util.Date(),Chrome 73.0.3683.103,Get todays year and date,2019-04-09 10:34:54,2019-04-09 10:34:54,0.008s,PASSED
"formattedDate = mydate.format(""dd/MM/yyyy"")",Chrome 73.0.3683.103,Get todays date with format dd/MM/yyyy,2019-04-09 10:34:54,2019-04-09 10:34:54,0.006s,PASSED
"formattedYear = mydate.format(""yyyy"")",Chrome 73.0.3683.103,Get year with format yyyy,2019-04-09 10:34:54,2019-04-09 10:34:54,0.001s,PASSED
