Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
03 Inden Kerja Cara Bayaran EFT Dengan Pemfaktoran,Chrome 73.0.3683.86,,2019-03-28 11:53:02,2019-03-28 12:06:13,13m - 11.495s,FAILED
,,,,,,
Test Cases/Perolehan/002 Rekod Baru oleh Penyedia/005 Inden Kerja - EFT,Chrome 73.0.3683.86,,2019-03-28 11:53:02,2019-03-28 11:54:05,1m - 3.357s,PASSED
"callTestCase(findTestCase(""Perolehan/001 Left Menu Selection/Select Menu Pesanan Tempatan""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.86,Call test to open menu sisi and then select pesanan tempatan / inden kerja,2019-03-28 11:53:02,2019-03-28 11:53:24,21.899s,PASSED
"rekodbaru = findWebElement(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_Rekod_Baru""), 300)",Chrome 73.0.3683.86,declare object to find as an element,2019-03-28 11:53:24,2019-03-28 11:53:24,0.042s,PASSED
"executeJavaScript(""arguments[0].click"", Arrays.asList(rekodbaru))",Chrome 73.0.3683.86,click on the element using javascript,2019-03-28 11:53:24,2019-03-28 11:53:24,0.032s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_Rekod_Baru""))",Chrome 73.0.3683.86,Click Rekod Baru button,2019-03-28 11:53:24,2019-03-28 11:53:24,0.099s,PASSED
delay(3),Chrome 73.0.3683.86,delay,2019-03-28 11:53:24,2019-03-28 11:53:27,3.006s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/Drop_down_Jenis_Urusniaga""))",Chrome 73.0.3683.86,Click on drop down Jenis Urusniaga,2019-03-28 11:53:27,2019-03-28 11:53:28,0.103s,PASSED
delay(2),Chrome 73.0.3683.86,delay,2019-03-28 11:53:28,2019-03-28 11:53:30,2.004s,PASSED
mydate = new java.util.Date(),Chrome 73.0.3683.86,Get todays year and date,2019-03-28 11:53:30,2019-03-28 11:53:30,0.005s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/select_INDEN KERJA AUTO""))",Chrome 73.0.3683.86,Select inden kerja auto from the drop down list,2019-03-28 11:53:30,2019-03-28 11:53:30,0.088s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/Drop_down_Pembekal""))",Chrome 73.0.3683.86,click on drop down nama pembekal,2019-03-28 11:53:30,2019-03-28 11:53:30,0.121s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/input_nama_Pembekal""), kod_pembekal)",Chrome 73.0.3683.86,input nama pembekal green miracle enterprise in the filter textbox,2019-03-28 11:53:30,2019-03-28 11:53:30,0.364s,PASSED
