Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Pesanan Tempatan - CEK - Perak,Chrome 73.0.3683.86,,2019-04-04 14:01:32,2019-04-04 14:09:35,8m - 3.257s,PASSED
,,,,,,
Test Cases/Perolehan/006 Arahan Bayaran/002 Arahan Bayaran - CEK,Chrome 73.0.3683.86,Create new REKOD BARU for arahan bayaran after kemasukan terimaan barang is saved,2019-04-04 14:01:33,2019-04-04 14:03:38,2m - 5.507s,PASSED
reusablefunctions.reusablefunctions.openbrowser(),Chrome 73.0.3683.86,Open browser,2019-04-04 14:01:33,2019-04-04 14:01:40,6.367s,PASSED
"reusablefunctions.reusablefunctions.Login(PenyediaPTJ, findTestData(""ispekstestdata"").getValue(2, 4))",Chrome 73.0.3683.86,Login into the system,2019-04-04 14:01:40,2019-04-04 14:01:51,11.863s,PASSED
delay(3),Chrome 73.0.3683.86,Delay,2019-04-04 14:01:51,2019-04-04 14:01:54,3.005s,PASSED
reusablefunctions.reusablefunctions.PerananPenyediaPTJ(),Chrome 73.0.3683.86,change peranan to penyedia PTJ,2019-04-04 14:01:54,2019-04-04 14:02:17,22.842s,PASSED
"click(findTestObject(""Perolehan/001 Left_Menu_Selection/a_ExpandMenuonLeft""))",Chrome 73.0.3683.86,Click on Menu Sisi to display Menu selections,2019-04-04 14:02:17,2019-04-04 14:02:18,0.450s,PASSED
"delay(3, STOP_ON_FAILURE)",Chrome 73.0.3683.86,Delay,2019-04-04 14:02:18,2019-04-04 14:02:21,3.008s,PASSED
"click(findTestObject(""Perolehan/001 Left_Menu_Selection/div_PanelTitlePerolehan""))",Chrome 73.0.3683.86,Select Perolehan Sub-menu,2019-04-04 14:02:21,2019-04-04 14:02:21,0.071s,PASSED
"delay(3, STOP_ON_FAILURE)",Chrome 73.0.3683.86,Delay,2019-04-04 14:02:21,2019-04-04 14:02:24,3.001s,PASSED
"click(findTestObject(""Perolehan/001 Left_Menu_Selection/div_Menu_ArahanBayaran""))",Chrome 73.0.3683.86,Click on Menu sisi and select Arahan Bayaran,2019-04-04 14:02:24,2019-04-04 14:02:24,0.148s,PASSED
delay(3),Chrome 73.0.3683.86,Delay,2019-04-04 14:02:24,2019-04-04 14:02:27,3.004s,PASSED
"click(findTestObject(""Perolehan/006 Arahan Bayaran/001 Pesanan Tempatan/button_REKOD_BARU""))",Chrome 73.0.3683.86,Arahan Bayaran page loaded successfully,2019-04-04 14:02:27,2019-04-04 14:02:27,0.074s,PASSED
delay(3),Chrome 73.0.3683.86,Delay,2019-04-04 14:02:27,2019-04-04 14:02:30,3.003s,PASSED
"click(findTestObject(""Perolehan/006 Arahan Bayaran/001 Pesanan Tempatan/Drop_Down_Jenis_Baucar_Bayaran""), STOP_ON_FAILURE)",Chrome 73.0.3683.86,Click Jenis Baucar Bayaran drop down,2019-04-04 14:02:30,2019-04-04 14:02:30,0.089s,PASSED
delay(3),Chrome 73.0.3683.86,Delay,2019-04-04 14:02:30,2019-04-04 14:02:33,3.005s,PASSED
