Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
03 Inden Kerja Cara Bayaran EFT Dengan Pemfaktoran,Chrome 73.0.3683.86,,2019-04-03 10:01:16,2019-04-03 10:11:43,10m - 27.693s,FAILED
,,,,,,
Test Cases/Perolehan/002 Rekod Baru oleh Penyedia/005 Inden Kerja - EFT,Chrome 73.0.3683.86,,2019-04-03 10:01:16,2019-04-03 10:02:43,1m - 27.024s,PASSED
"callTestCase(findTestCase(""Perolehan/001 Left Menu Selection/Select Menu Pesanan Tempatan""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.86,Call test to open menu sisi and then select pesanan tempatan / inden kerja,2019-04-03 10:01:17,2019-04-03 10:01:45,28.172s,PASSED
"rekodbaru = findWebElement(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_Rekod_Baru""), 300)",Chrome 73.0.3683.86,declare object to find as an element,2019-04-03 10:01:45,2019-04-03 10:01:45,0.195s,PASSED
"executeJavaScript(""arguments[0].click"", Arrays.asList(rekodbaru))",Chrome 73.0.3683.86,click on the element using javascript,2019-04-03 10:01:45,2019-04-03 10:01:46,0.039s,PASSED
delay(5),Chrome 73.0.3683.86,,2019-04-03 10:01:46,2019-04-03 10:01:51,5.004s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_Rekod_Baru""))",Chrome 73.0.3683.86,Click Rekod Baru button,2019-04-03 10:01:51,2019-04-03 10:01:51,0.076s,PASSED
delay(3),Chrome 73.0.3683.86,delay,2019-04-03 10:01:51,2019-04-03 10:01:54,3.002s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/Drop_down_Jenis_Urusniaga""))",Chrome 73.0.3683.86,Click on drop down Jenis Urusniaga,2019-04-03 10:01:54,2019-04-03 10:01:54,0.609s,PASSED
delay(2),Chrome 73.0.3683.86,delay,2019-04-03 10:01:54,2019-04-03 10:01:56,2.003s,PASSED
mydate = new java.util.Date(),Chrome 73.0.3683.86,Get todays year and date,2019-04-03 10:01:56,2019-04-03 10:01:56,0.006s,PASSED
