Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
02 Pesanan Tempatan Cara Bayaran CEK Dengan Pemfaktoran,Chrome 72.0.3626.121,,2019-03-08 13:15:05,2019-03-08 13:18:00,2m - 55.172s,PASSED
,,,,,,
Test Cases/Perolehan/001 Left Menu Selection/Select Menu Pesanan Tempatan,Chrome 72.0.3626.121,Select Perolehan and then select Pesanan Tempatan,2019-03-08 13:15:05,2019-03-08 13:15:57,51.863s,PASSED
"openBrowser(""https://175.143.52.101:7011/1SPEKSv2/"")",Chrome 72.0.3626.121,Open browser and input homepage URL ,2019-03-08 13:15:05,2019-03-08 13:15:09,3.705s,PASSED
"setText(findTestObject(""Login/input_NoKadPengenalan""), findTestData(""ispekstestdata"").getValue(1, 2))",Chrome 72.0.3626.121,Input User Name,2019-03-08 13:15:09,2019-03-08 13:15:10,0.740s,PASSED
"setEncryptedText(findTestObject(""Login/input_Password""), findTestData(""ispekstestdata"").getValue(2, 2))",Chrome 72.0.3626.121,Input Password,2019-03-08 13:15:10,2019-03-08 13:15:10,0.208s,PASSED
"click(findTestObject(""Login/input_ButtonLogMasuk""))",Chrome 72.0.3626.121,Click on Log Masuk button,2019-03-08 13:15:10,2019-03-08 13:15:11,1.353s,PASSED
delay(3),Chrome 72.0.3626.121,Delay,2019-03-08 13:15:11,2019-03-08 13:15:14,3.022s,PASSED
reusablefunctions.reusablefunctions.PerananPenyediaPTJ(),Chrome 72.0.3626.121,Change role to Penyedia PTJ,2019-03-08 13:15:14,2019-03-08 13:15:47,32.745s,PASSED
"click(findTestObject(""Perolehan/001 Left_Menu_Selection/a_ExpandMenuonLeft""))",Chrome 72.0.3626.121,Click on Menu Sisi to display Menu selections,2019-03-08 13:15:47,2019-03-08 13:15:48,0.415s,PASSED
"delay(3, STOP_ON_FAILURE)",Chrome 72.0.3626.121,Delay,2019-03-08 13:15:48,2019-03-08 13:15:51,3.010s,PASSED
"click(findTestObject(""Perolehan/001 Left_Menu_Selection/div_PanelTitlePerolehan""))",Chrome 72.0.3626.121,Select Perolehan Sub-menu,2019-03-08 13:15:51,2019-03-08 13:15:51,0.089s,PASSED
"delay(3, STOP_ON_FAILURE)",Chrome 72.0.3626.121,Delay,2019-03-08 13:15:51,2019-03-08 13:15:54,3.005s,PASSED
"click(findTestObject(""Perolehan/001 Left_Menu_Selection/div_PesananTempatan""))",Chrome 72.0.3626.121,Click on Menu sisi,2019-03-08 13:15:54,2019-03-08 13:15:54,0.124s,PASSED
assert true,Chrome 72.0.3626.121,,2019-03-08 13:15:54,2019-03-08 13:15:54,0.001s,PASSED
delay(3),Chrome 72.0.3626.121,Pesanan Tempatan page loaded successfully,2019-03-08 13:15:54,2019-03-08 13:15:57,3.004s,PASSED
,,,,,,
Test Cases/Perolehan/002 Rekod Baru oleh Penyedia/004 Penyedia Rekod Baru - CEK,Chrome 72.0.3626.121,this is a test case to create REKOD BARU for Pesanan Tempatan,2019-03-08 13:15:57,2019-03-08 13:17:33,1m - 36.627s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/button_REKODBARU""))",Chrome 72.0.3626.121,Click on Rekod Baru to create new record,2019-03-08 13:15:57,2019-03-08 13:15:57,0.059s,PASSED
delay(3),Chrome 72.0.3626.121,Delay,2019-03-08 13:15:57,2019-03-08 13:16:00,3.004s,PASSED
mydate = new java.util.Date(),Chrome 72.0.3626.121,Get todays year and date,2019-03-08 13:16:00,2019-03-08 13:16:00,0.005s,PASSED
"formattedDate = mydate.format(""dd/MM/yyyy"")",Chrome 72.0.3626.121,Get todays date with format dd/MM/yyyy,2019-03-08 13:16:00,2019-03-08 13:16:00,0.001s,PASSED
"formattedYear = mydate.format(""yyyy"")",Chrome 72.0.3626.121,Get year with format yyyy,2019-03-08 13:16:00,2019-03-08 13:16:00,0.000s,PASSED
println(formattedDate),Chrome 72.0.3626.121,print date in dd/mm/yyyy format,2019-03-08 13:16:00,2019-03-08 13:16:00,0.002s,PASSED
println(formattedYear),Chrome 72.0.3626.121,print year in yyyy format,2019-03-08 13:16:00,2019-03-08 13:16:00,0.000s,PASSED
"TahunKewangan = getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/span_tahun_kewangan""))",Chrome 72.0.3626.121,Get the year of Tahun Kewangan,2019-03-08 13:16:00,2019-03-08 13:16:00,0.044s,PASSED
"verifyMatch(TahunKewangan, formattedYear, false)",Chrome 72.0.3626.121,Verify the year is a match,2019-03-08 13:16:00,2019-03-08 13:16:00,0.005s,PASSED
assert true,Chrome 72.0.3626.121,,2019-03-08 13:16:00,2019-03-08 13:16:00,0.000s,PASSED
"TarikhSemasa = getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/span_tarikhSemasa""))",Chrome 72.0.3626.121,Get the date of Tarikh Semasa,2019-03-08 13:16:00,2019-03-08 13:16:00,0.036s,PASSED
"verifyMatch(formattedDate, TarikhSemasa, false)",Chrome 72.0.3626.121,Verify the date is a match,2019-03-08 13:16:00,2019-03-08 13:16:00,0.001s,PASSED
"verifyElementVisible(findTestObject(""Perolehan/002 Penyedia_RekodBaru/label_Jenis Urusniaga""))",Chrome 72.0.3626.121,Verify Jenis Urusniaga is visible,2019-03-08 13:16:00,2019-03-08 13:16:00,0.039s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/a_Jenis Urusniaga _textbox-ico""))",Chrome 72.0.3626.121,"Select from dropdown list of Jenis Urusniaga
",2019-03-08 13:16:00,2019-03-08 13:16:00,0.081s,PASSED
delay(2),Chrome 72.0.3626.121,Delay,2019-03-08 13:16:00,2019-03-08 13:16:02,2.004s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/div_Pesanan_Tempatan_Auto""))",Chrome 72.0.3626.121,select PESANAN TEMPATAN AUTO,2019-03-08 13:16:02,2019-03-08 13:16:02,0.093s,PASSED
"verifyElementPresent(findTestObject(""Perolehan/002 Penyedia_RekodBaru/label_No. Dokumen""), 0)",Chrome 72.0.3626.121,verify No.Dokumen label is present,2019-03-08 13:16:02,2019-03-08 13:16:02,0.028s,PASSED
"verifyElementPresent(findTestObject(""Perolehan/002 Penyedia_RekodBaru/label_Tarikh Dokumen""), 0)",Chrome 72.0.3626.121,verify Tarikh Dokumen label is present,2019-03-08 13:16:02,2019-03-08 13:16:02,0.021s,PASSED
"verifyElementPresent(findTestObject(""Perolehan/002 Penyedia_RekodBaru/label_Pembekal""), 0)",Chrome 72.0.3626.121,verify Pembekal label is present,2019-03-08 13:16:02,2019-03-08 13:16:02,0.025s,PASSED
"verifyElementPresent(findTestObject(""Perolehan/002 Penyedia_RekodBaru/label_Cawangan Pembekal""), 0)",Chrome 72.0.3626.121,verify Cawangan Pembekal label is present,2019-03-08 13:16:02,2019-03-08 13:16:03,0.021s,PASSED
"verifyElementPresent(findTestObject(""Perolehan/002 Penyedia_RekodBaru/label_Sila Bekalkan Sebelum at""), 0)",Chrome 72.0.3626.121,verify Sila Bekalkan Sebelum atau pada label is present,2019-03-08 13:16:03,2019-03-08 13:16:03,0.021s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/a_Pembekal _textbox-icon combo""))",Chrome 72.0.3626.121,Click to select Pembekal drop-down,2019-03-08 13:16:03,2019-03-08 13:16:03,0.086s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-08 13:16:03,2019-03-08 13:16:06,3.016s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/input_name_Nama Pembekal""), ""JAMAL CHEF CATERING"")",Chrome 72.0.3626.121,,2019-03-08 13:16:06,2019-03-08 13:16:06,0.622s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-08 13:16:06,2019-03-08 13:16:09,3.003s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/select_Pembekal Jamal""))",Chrome 72.0.3626.121,Select Pembekal from the list,2019-03-08 13:16:09,2019-03-08 13:16:09,0.080s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-08 13:16:09,2019-03-08 13:16:12,3.003s,PASSED
"getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/input_No.Akaun Pembekal _textb""), STOP_ON_FAILURE)",Chrome 72.0.3626.121,Verify that No Akaun Pembekal is populated,2019-03-08 13:16:12,2019-03-08 13:16:12,0.040s,PASSED
"getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/input_Cawangan Pembekal _textb""), STOP_ON_FAILURE)",Chrome 72.0.3626.121,Verify that Cawangan Pembekal is populated,2019-03-08 13:16:12,2019-03-08 13:16:12,0.033s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Date_Picker_Bekal_Kerja""))",Chrome 72.0.3626.121,Select date picker,2019-03-08 13:16:12,2019-03-08 13:16:12,0.070s,PASSED
delay(1),Chrome 72.0.3626.121,Delay,2019-03-08 13:16:12,2019-03-08 13:16:13,1.004s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Date_Picker_Bekal_Kerja_Next_Month""))",Chrome 72.0.3626.121,Select for next month from date picker,2019-03-08 13:16:13,2019-03-08 13:16:14,0.087s,PASSED
delay(1),Chrome 72.0.3626.121,Delay,2019-03-08 13:16:14,2019-03-08 13:16:15,1.003s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Date_Picker_Bekal_Kerja_Date""))",Chrome 72.0.3626.121,Select date,2019-03-08 13:16:15,2019-03-08 13:16:15,0.060s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Text_box_Perihal""), ""This is a test for PT - Cek automation scripts - Julia "" + mydate)",Chrome 72.0.3626.121,Input Perihal details,2019-03-08 13:16:15,2019-03-08 13:16:15,0.186s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-08 13:16:15,2019-03-08 13:16:18,3.003s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/button_TambahCajLine""))",Chrome 72.0.3626.121,Click button Tambah Caj Line,2019-03-08 13:16:18,2019-03-08 13:16:18,0.125s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-08 13:16:18,2019-03-08 13:16:21,3.002s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Drop_down_Vot_Dana""))",Chrome 72.0.3626.121,Click Vot Dana drop down to select a value,2019-03-08 13:16:21,2019-03-08 13:16:21,0.213s,PASSED
delay(8),Chrome 72.0.3626.121,,2019-03-08 13:16:21,2019-03-08 13:16:29,8.002s,PASSED
"waitForElementVisible(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Input_Vot_Dana""), 60)",Chrome 72.0.3626.121,,2019-03-08 13:16:29,2019-03-08 13:16:29,0.051s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Input_Vot_Dana""), ""B31"")",Chrome 72.0.3626.121,,2019-03-08 13:16:29,2019-03-08 13:16:29,0.182s,PASSED
"waitForElementVisible(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Select_Vot_Dana_B31""), 60)",Chrome 72.0.3626.121,,2019-03-08 13:16:29,2019-03-08 13:16:29,0.036s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Select_Vot_Dana_B31""))",Chrome 72.0.3626.121,Select Vot Dana B31,2019-03-08 13:16:29,2019-03-08 13:16:30,0.084s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-08 13:16:30,2019-03-08 13:16:33,3.003s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Drop_down_Program_Aktiviti""))",Chrome 72.0.3626.121,Click Program Aktiviti drop down to select a value,2019-03-08 13:16:33,2019-03-08 13:16:33,0.111s,PASSED
delay(3),Chrome 72.0.3626.121,Delay,2019-03-08 13:16:33,2019-03-08 13:16:36,3.004s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Select_Program_160080""))",Chrome 72.0.3626.121,Select Program Aktiviti 010080,2019-03-08 13:16:36,2019-03-08 13:16:36,0.121s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-08 13:16:36,2019-03-08 13:16:39,3.004s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Drop_down_Kod_Akaun""))",Chrome 72.0.3626.121,Click Kod Akaun drop down to select a value,2019-03-08 13:16:39,2019-03-08 13:16:39,0.122s,PASSED
delay(3),Chrome 72.0.3626.121,Delay,2019-03-08 13:16:39,2019-03-08 13:16:42,3.002s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/input_kod_akaun""), ""B0229401"")",Chrome 72.0.3626.121,Search for Kod Akaun B0221101,2019-03-08 13:16:42,2019-03-08 13:16:42,0.310s,PASSED
delay(3),Chrome 72.0.3626.121,Delay,2019-03-08 13:16:42,2019-03-08 13:16:45,3.002s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Select_Kod_Akaun_B0229401""))",Chrome 72.0.3626.121,Select Kod Akaun B0221101,2019-03-08 13:16:45,2019-03-08 13:16:45,0.100s,PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-08 13:16:45,2019-03-08 13:16:48,3.002s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Drop_down_Kod_Barang""))",Chrome 72.0.3626.121,Click kod barang drop down to select a value,2019-03-08 13:16:48,2019-03-08 13:16:48,0.092s,PASSED
delay(8),Chrome 72.0.3626.121,,2019-03-08 13:16:48,2019-03-08 13:16:56,8.003s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/SelectKod_Barang_2940100000000000000""))",Chrome 72.0.3626.121,Select kod barang 2110100000000000000 - MAKANAN DAN MINUMAN,2019-03-08 13:16:56,2019-03-08 13:16:56,0.082s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Drop_down_Kategori_Pesanan_Tempatan""))",Chrome 72.0.3626.121,Click Kategori Pesanan drop down to select a value,2019-03-08 13:16:56,2019-03-08 13:16:57,0.125s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Select_Kategori_Pesanan_PERKHIDMATAN""))",Chrome 72.0.3626.121,Select kategori pesanan Barang,2019-03-08 13:16:57,2019-03-08 13:16:57,0.065s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/input_kuantiti""), ""3"")",Chrome 72.0.3626.121,Input Kuantiti as 3,2019-03-08 13:16:57,2019-03-08 13:16:57,0.126s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/Drop_down_Unit_Ukuran""))",Chrome 72.0.3626.121,Click unit ukuran drop down value,2019-03-08 13:16:57,2019-03-08 13:16:57,0.096s,PASSED
delay(3),Chrome 72.0.3626.121,Delay,2019-03-08 13:16:57,2019-03-08 13:17:00,3.001s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/select_unit_ukuran_buah""))",Chrome 72.0.3626.121,Select unit ukuran buah,2019-03-08 13:17:00,2019-03-08 13:17:00,0.069s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/input_harga_seunit""), ""1.77"")",Chrome 72.0.3626.121,Input Harga Seunit as 1,2019-03-08 13:17:00,2019-03-08 13:17:00,0.200s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/button_simpan_caj_line""))",Chrome 72.0.3626.121,Click on button Simpan to save the record,2019-03-08 13:17:00,2019-03-08 13:17:00,0.082s,PASSED
delay(3),Chrome 72.0.3626.121,Delay,2019-03-08 13:17:00,2019-03-08 13:17:03,3.004s,PASSED
"waitForElementClickable(findTestObject(""Perolehan/002 Penyedia_RekodBaru/button_OK_Peruntukan_cukup""), 3)",Chrome 72.0.3626.121,,2019-03-08 13:17:03,2019-03-08 13:17:03,0.052s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/button_OK_Peruntukan_cukup""))",Chrome 72.0.3626.121,Click OK on prompt Bajet Mencukupi,2019-03-08 13:17:03,2019-03-08 13:17:03,0.052s,PASSED
