Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
04 Inden Kerja Cara Bayaran CEK Tiada Pemfaktoran,Chrome 72.0.3626.121,,2019-03-20 11:54:25,2019-03-20 12:16:04,21m - 39.261s,FAILED
,,,,,,
Test Cases/Perolehan/002 Rekod Baru oleh Penyedia/006 Inden Kerja - CEK,Chrome 72.0.3626.121,,2019-03-20 11:54:25,2019-03-20 11:57:47,3m - 21.925s,FAILED
"callTestCase(findTestCase(""Perolehan/001 Left Menu Selection/Select Menu Pesanan Tempatan""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.121,Call test to open menu sisi and then select pesanan tempatan / inden kerja,2019-03-20 11:54:26,2019-03-20 11:55:07,41.568s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/button_Rekod_Baru""))",Chrome 72.0.3626.121,Click Rekod Baru button,2019-03-20 11:55:07,2019-03-20 11:55:07,0.061s,PASSED
delay(3),Chrome 72.0.3626.121,delay,2019-03-20 11:55:07,2019-03-20 11:55:10,3.003s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/Drop_down_Jenis_Urusniaga""))",Chrome 72.0.3626.121,Click on drop down Jenis Urusniaga,2019-03-20 11:55:10,2019-03-20 11:55:11,0.105s,PASSED
delay(2),Chrome 72.0.3626.121,delay,2019-03-20 11:55:11,2019-03-20 11:55:13,2.004s,PASSED
mydate = new java.util.Date(),Chrome 72.0.3626.121,Get todays year and date,2019-03-20 11:55:13,2019-03-20 11:55:13,0.007s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/select_INDEN KERJA AUTO""))",Chrome 72.0.3626.121,Select inden kerja auto from the drop down list,2019-03-20 11:55:13,2019-03-20 11:55:13,0.093s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/Drop_down_Pembekal""))",Chrome 72.0.3626.121,click on drop down nama pembekal,2019-03-20 11:55:13,2019-03-20 11:55:13,0.092s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/input_nama_Pembekal""), ""JULIA COMPETENCY TRAINING"")",Chrome 72.0.3626.121,input nama pembekal julia competency training in the filter textbox,2019-03-20 11:55:13,2019-03-20 11:55:14,0.801s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/005 Rekod Baru Inden Kerja/select_Kod_Pembekal_Julia_Competency""))",Chrome 72.0.3626.121,select nama pembekal from the filter result,2019-03-20 11:55:14,2019-03-20 11:55:15,1.168s,PASSED
