Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
05 Pesanan Tempatan - EFT - Perak,Chrome 73.0.3683.103,,2019-04-09 09:58:25,2019-04-09 10:14:18,15m - 52.831s,FAILED
,,,,,,
Test Cases/Perolehan/002 Rekod Baru oleh Penyedia/007 Penyedia Rekod Baru - EFT,Chrome 73.0.3683.103,this is a test case to create REKOD BARU for Pesanan Tempatan env 7011,2019-04-09 09:58:26,2019-04-09 10:00:45,2m - 19.238s,PASSED
"callTestCase(findTestCase(""Perolehan/001 Left Menu Selection/Select Menu Pesanan Tempatan""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-09 09:58:26,2019-04-09 09:59:16,49.472s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-04-09 09:59:16,2019-04-09 09:59:21,5.002s,PASSED
"waitForElementVisible(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/button_REKODBARU""), 180)",Chrome 73.0.3683.103,,2019-04-09 09:59:21,2019-04-09 09:59:21,0.066s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/button_REKODBARU""))",Chrome 73.0.3683.103,Click on Rekod Baru to create new record,2019-04-09 09:59:21,2019-04-09 09:59:21,0.122s,PASSED
delay(3),Chrome 73.0.3683.103,Delay,2019-04-09 09:59:21,2019-04-09 09:59:24,3.004s,PASSED
mydate = new java.util.Date(),Chrome 73.0.3683.103,Get todays year and date,2019-04-09 09:59:24,2019-04-09 09:59:24,0.006s,PASSED
"formattedDate = mydate.format(""dd/MM/yyyy"")",Chrome 73.0.3683.103,Get todays date with format dd/MM/yyyy,2019-04-09 09:59:24,2019-04-09 09:59:24,0.006s,PASSED
"formattedYear = mydate.format(""yyyy"")",Chrome 73.0.3683.103,Get year with format yyyy,2019-04-09 09:59:24,2019-04-09 09:59:24,0.000s,PASSED
println(formattedDate),Chrome 73.0.3683.103,print date in dd/mm/yyyy format,2019-04-09 09:59:24,2019-04-09 09:59:24,0.000s,PASSED
println(formattedYear),Chrome 73.0.3683.103,print year in yyyy format,2019-04-09 09:59:24,2019-04-09 09:59:24,0.000s,PASSED
"tarikh_perakaunan = ""Tarikh Perakaunan : "" + formattedDate",Chrome 73.0.3683.103,Tarikh Perakaunan,2019-04-09 09:59:24,2019-04-09 09:59:24,0.000s,PASSED
println(tarikh_perakaunan),Chrome 73.0.3683.103,print tarikh perakaunan,2019-04-09 09:59:24,2019-04-09 09:59:24,0.000s,PASSED
"TahunKewangan = getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/span_tahun_kewangan""))",Chrome 73.0.3683.103,Get the year of Tahun Kewangan from the top section of the page,2019-04-09 09:59:24,2019-04-09 09:59:24,0.046s,PASSED
"verifyMatch(TahunKewangan, formattedYear, false)",Chrome 73.0.3683.103,Verify the year is a match,2019-04-09 09:59:24,2019-04-09 09:59:24,0.014s,PASSED
"TarikhSemasa = getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/span_tarikhSemasa""))",Chrome 73.0.3683.103,Get the date of Tarikh Semasa,2019-04-09 09:59:24,2019-04-09 09:59:24,0.038s,PASSED
"verifyMatch(formattedDate, TarikhSemasa, false)",Chrome 73.0.3683.103,Verify the date is a match,2019-04-09 09:59:24,2019-04-09 09:59:24,0.002s,PASSED
"TarikhPerakaunan = getText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/tarikh_perakaunan""))",Chrome 73.0.3683.103,Get the date of Tarikh Perakaunan,2019-04-09 09:59:24,2019-04-09 09:59:24,0.034s,PASSED
"verifyMatch(tarikh_perakaunan, TarikhPerakaunan, false)",Chrome 73.0.3683.103,Verify the date is a match,2019-04-09 09:59:24,2019-04-09 09:59:24,0.000s,PASSED
"verifyElementVisible(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/label_Jenis Urusniaga""))",Chrome 73.0.3683.103,Verify Jenis Urusniaga is visible,2019-04-09 09:59:24,2019-04-09 09:59:24,0.055s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/a_Jenis Urusniaga _textbox-ico""))",Chrome 73.0.3683.103,"Select from dropdown list of Jenis Urusniaga
",2019-04-09 09:59:24,2019-04-09 09:59:24,0.120s,PASSED
delay(2),Chrome 73.0.3683.103,Delay,2019-04-09 09:59:24,2019-04-09 09:59:26,2.003s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/div_Pesanan_Tempatan_Auto""))",Chrome 73.0.3683.103,select PESANAN TEMPATAN AUTO,2019-04-09 09:59:26,2019-04-09 09:59:26,0.095s,PASSED
"verifyElementPresent(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/label_No. Dokumen""), 0)",Chrome 73.0.3683.103,verify No.Dokumen label is present,2019-04-09 09:59:26,2019-04-09 09:59:26,0.036s,PASSED
"verifyElementPresent(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/label_Tarikh Dokumen""), 0)",Chrome 73.0.3683.103,verify Tarikh Dokumen label is present,2019-04-09 09:59:26,2019-04-09 09:59:26,0.020s,PASSED
"verifyElementPresent(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/label_Pembekal""), 0)",Chrome 73.0.3683.103,verify Pembekal label is present,2019-04-09 09:59:26,2019-04-09 09:59:26,0.031s,PASSED
"verifyElementPresent(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/label_Cawangan Pembekal""), 0)",Chrome 73.0.3683.103,verify Cawangan Pembekal label is present,2019-04-09 09:59:26,2019-04-09 09:59:26,0.016s,PASSED
"verifyElementPresent(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/label_Sila Bekalkan Sebelum at""), 0)",Chrome 73.0.3683.103,verify Sila Bekalkan Sebelum atau pada label is present,2019-04-09 09:59:26,2019-04-09 09:59:27,0.033s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/a_Pembekal _textbox-icon combo""))",Chrome 73.0.3683.103,Click to select Pembekal drop-down,2019-04-09 09:59:27,2019-04-09 09:59:27,0.128s,PASSED
"setText(findTestObject(""Perolehan/002 Penyedia_RekodBaru/007 Rekod Baru Pesanan Tempatan/input_kod_pembekal""), kod_pembekal)",Chrome 73.0.3683.103,filter for kod pembekal,2019-04-09 09:59:27,2019-04-09 09:59:27,0.457s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-09 09:59:27,2019-04-09 09:59:30,3.005s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/Select_Pembekal"", [""text"":kod_pembekal]))",Chrome 73.0.3683.103,Select Pembekal from the list,2019-04-09 09:59:30,2019-04-09 09:59:30,0.096s,PASSED
delay(5),Chrome 73.0.3683.103,delay,2019-04-09 09:59:30,2019-04-09 09:59:35,5.005s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/Date_Picker_Bekal_Kerja""))",Chrome 73.0.3683.103,Select date picker,2019-04-09 09:59:35,2019-04-09 09:59:35,0.106s,PASSED
delay(1),Chrome 73.0.3683.103,Delay,2019-04-09 09:59:35,2019-04-09 09:59:36,1.003s,PASSED
"click(findTestObject(""Perolehan/002 Penyedia_RekodBaru/001 Rekod Baru Pesanan Tempatan/Date_Picker_Bekal_Kerja_Next_Month""))",Chrome 73.0.3683.103,Select for next month from date picker,2019-04-09 09:59:36,2019-04-09 09:59:36,0.078s,PASSED
